2404201410629599|Rec_1|EIDEM|03-08-2014|F||||N|||F||||N|||1|03-08-2014|03-08-2014|591.19~Rec_2|EIDEM|17-08-2014|F||||N|||F||||N|||1|17-08-2014|17-08-2014|595.96~Rec_3|EIDEM|31-08-2014|F||||N|||F||||N|||1|31-08-2014|31-08-2014|598.7~Rec_4|EIDEM|14-09-2014|F||||N|||F||||N|||1|14-09-2014|14-09-2014|601.44~Rec_5|EIDEM|28-09-2014|F||||N|||F||||N|||1|28-09-2014|28-09-2014|604.18~Rec_6|EIDEM|12-10-2014|F||||N|||F||||N|||1|12-10-2014|12-10-2014|606.91~Rec_7|EIDEM|26-10-2014|F||||N|||F||||N|||1|26-10-2014|26-10-2014|609.65~Rec_8|EIDEM|09-11-2014|F||||N|||F||||N|||1|09-11-2014|09-11-2014|612.39~Rec_9|EIDEM|23-11-2014|F||||N|||F||||N|||1|23-11-2014|23-11-2014|615.13~Rec_10|EIDEM|07-12-2014|F||||N|||F||||N|||1|07-12-2014|07-12-2014|618.33~Rec_11|EIDEM|21-12-2014|F||||N|||F||||N|||1|21-12-2014|21-12-2014|621.07~Rec_12|EIDEM|04-01-2015|F||||N|||F||||N|||1|04-01-2015|04-01-2015|623.8~
2404201410629600|Rec_1|EIDEM|03-08-2014|F||||N|||F||||N|||1|03-08-2014|03-08-2014|591.19~Rec_2|EIDEM|17-08-2014|F||||N|||F||||N|||1|17-08-2014|17-08-2014|595.96~Rec_3|EIDEM|31-08-2014|F||||N|||F||||N|||1|31-08-2014|31-08-2014|598.7~Rec_4|EIDEM|14-09-2014|F||||N|||F||||N|||1|14-09-2014|14-09-2014|601.44~Rec_5|EIDEM|28-09-2014|F||||N|||F||||N|||1|28-09-2014|28-09-2014|604.18~Rec_6|EIDEM|12-10-2014|F||||N|||F||||N|||1|12-10-2014|12-10-2014|606.91~Rec_7|EIDEM|26-10-2014|F||||N|||F||||N|||1|26-10-2014|26-10-2014|609.65~Rec_8|EIDEM|09-11-2014|F||||N|||F||||N|||1|09-11-2014|09-11-2014|612.39~Rec_9|EIDEM|23-11-2014|F||||N|||F||||N|||1|23-11-2014|23-11-2014|615.13~Rec_10|EIDEM|07-12-2014|F||||N|||F||||N|||1|07-12-2014|07-12-2014|618.33~Rec_11|EIDEM|21-12-2014|F||||N|||F||||N|||1|21-12-2014|21-12-2014|621.07~Rec_12|EIDEM|04-01-2015|F||||N|||F||||N|||1|04-01-2015|04-01-2015|623.8~
2404201410629601|Rec_1|EIDEM|03-08-2014|F||||N|||F||||N|||1|03-08-2014|03-08-2014|591.19~Rec_2|EIDEM|17-08-2014|F||||N|||F||||N|||1|17-08-2014|17-08-2014|595.96~Rec_3|EIDEM|31-08-2014|F||||N|||F||||N|||1|31-08-2014|31-08-2014|598.7~Rec_4|EIDEM|14-09-2014|F||||N|||F||||N|||1|14-09-2014|14-09-2014|601.44~Rec_5|EIDEM|28-09-2014|F||||N|||F||||N|||1|28-09-2014|28-09-2014|604.18~Rec_6|EIDEM|12-10-2014|F||||N|||F||||N|||1|12-10-2014|12-10-2014|606.91~Rec_7|EIDEM|26-10-2014|F||||N|||F||||N|||1|26-10-2014|26-10-2014|609.65~Rec_8|EIDEM|09-11-2014|F||||N|||F||||N|||1|09-11-2014|09-11-2014|612.39~Rec_9|EIDEM|23-11-2014|F||||N|||F||||N|||1|23-11-2014|23-11-2014|615.13~Rec_10|EIDEM|07-12-2014|F||||N|||F||||N|||1|07-12-2014|07-12-2014|618.33~Rec_11|EIDEM|21-12-2014|F||||N|||F||||N|||1|21-12-2014|21-12-2014|621.07~Rec_12|EIDEM|04-01-2015|F||||N|||F||||N|||1|04-01-2015|04-01-2015|623.8~
2404201410629602|Rec_1|EIDEM|03-08-2014|F||||N|||F||||N|||1|03-08-2014|03-08-2014|591.19~Rec_2|EIDEM|17-08-2014|F||||N|||F||||N|||1|17-08-2014|17-08-2014|595.96~Rec_3|EIDEM|31-08-2014|F||||N|||F||||N|||1|31-08-2014|31-08-2014|598.7~Rec_4|EIDEM|14-09-2014|F||||N|||F||||N|||1|14-09-2014|14-09-2014|601.44~Rec_5|EIDEM|28-09-2014|F||||N|||F||||N|||1|28-09-2014|28-09-2014|604.18~Rec_6|EIDEM|12-10-2014|F||||N|||F||||N|||1|12-10-2014|12-10-2014|606.91~Rec_7|EIDEM|26-10-2014|F||||N|||F||||N|||1|26-10-2014|26-10-2014|609.65~Rec_8|EIDEM|09-11-2014|F||||N|||F||||N|||1|09-11-2014|09-11-2014|612.39~Rec_9|EIDEM|23-11-2014|F||||N|||F||||N|||1|23-11-2014|23-11-2014|615.13~Rec_10|EIDEM|07-12-2014|F||||N|||F||||N|||1|07-12-2014|07-12-2014|618.33~Rec_11|EIDEM|21-12-2014|F||||N|||F||||N|||1|21-12-2014|21-12-2014|621.07~Rec_12|EIDEM|04-01-2015|F||||N|||F||||N|||1|04-01-2015|04-01-2015|623.8~
2404201410629603|Rec_1|EIDEM|03-08-2014|F||||N|||F||||N|||1|03-08-2014|03-08-2014|591.19~Rec_2|EIDEM|17-08-2014|F||||N|||F||||N|||1|17-08-2014|17-08-2014|595.96~Rec_3|EIDEM|31-08-2014|F||||N|||F||||N|||1|31-08-2014|31-08-2014|598.7~Rec_4|EIDEM|14-09-2014|F||||N|||F||||N|||1|14-09-2014|14-09-2014|601.44~Rec_5|EIDEM|28-09-2014|F||||N|||F||||N|||1|28-09-2014|28-09-2014|604.18~Rec_6|EIDEM|12-10-2014|F||||N|||F||||N|||1|12-10-2014|12-10-2014|606.91~Rec_7|EIDEM|26-10-2014|F||||N|||F||||N|||1|26-10-2014|26-10-2014|609.65~Rec_8|EIDEM|09-11-2014|F||||N|||F||||N|||1|09-11-2014|09-11-2014|612.39~Rec_9|EIDEM|23-11-2014|F||||N|||F||||N|||1|23-11-2014|23-11-2014|615.13~Rec_10|EIDEM|07-12-2014|F||||N|||F||||N|||1|07-12-2014|07-12-2014|618.33~Rec_11|EIDEM|21-12-2014|F||||N|||F||||N|||1|21-12-2014|21-12-2014|621.07~Rec_12|EIDEM|04-01-2015|F||||N|||F||||N|||1|04-01-2015|04-01-2015|623.8~
2404201410629669|Rec_1|EIDEM|03-04-2014|F||||N|||F||||N|||1|03-04-2014|03-04-2014|466.63~Rec_2|EIDEM|17-04-2014|F||||N|||F||||N|||1|17-04-2014|17-04-2014|478.39~Rec_3|EIDEM|01-05-2014|F||||N|||F||||N|||1|01-05-2014|01-05-2014|480.68~Rec_4|EIDEM|15-05-2014|F||||N|||F||||N|||1|15-05-2014|15-05-2014|482.96~Rec_5|EIDEM|29-05-2014|F||||N|||F||||N|||1|29-05-2014|29-05-2014|485.24~Rec_6|EIDEM|12-06-2014|F||||N|||F||||N|||1|12-06-2014|12-06-2014|487.52~Rec_7|EIDEM|26-06-2014|F||||N|||F||||N|||1|26-06-2014|26-06-2014|489.35~Rec_8|EIDEM|10-07-2014|F||||N|||F||||N|||1|10-07-2014|10-07-2014|491.63~Rec_9|EIDEM|24-07-2014|F||||N|||F||||N|||1|24-07-2014|24-07-2014|493.91~Rec_10|EIDEM|07-08-2014|F||||N|||F||||N|||1|07-08-2014|07-08-2014|496.2~Rec_11|EIDEM|21-08-2014|F||||N|||F||||N|||1|21-08-2014|21-08-2014|498.93~Rec_12|EIDEM|04-09-2014|F||||N|||F||||N|||1|04-09-2014|04-09-2014|501.22~
2404201410629732|Rec_1|EIDEM|03-03-2014|F||||N|||F||||N|||1|03-03-2014|03-03-2014|577.93~Rec_2|EIDEM|17-03-2014|F||||N|||F||||N|||1|17-03-2014|17-03-2014|595.96~Rec_3|EIDEM|31-03-2014|F||||N|||F||||N|||1|31-03-2014|31-03-2014|598.7~Rec_4|EIDEM|14-04-2014|F||||N|||F||||N|||1|14-04-2014|14-04-2014|601.44~Rec_5|EIDEM|28-04-2014|F||||N|||F||||N|||1|28-04-2014|28-04-2014|604.18~Rec_6|EIDEM|12-05-2014|F||||N|||F||||N|||1|12-05-2014|12-05-2014|606.91~Rec_7|EIDEM|26-05-2014|F||||N|||F||||N|||1|26-05-2014|26-05-2014|609.65~Rec_8|EIDEM|09-06-2014|F||||N|||F||||N|||1|09-06-2014|09-06-2014|612.39~Rec_9|EIDEM|23-06-2014|F||||N|||F||||N|||1|23-06-2014|23-06-2014|615.13~Rec_10|EIDEM|07-07-2014|F||||N|||F||||N|||1|07-07-2014|07-07-2014|618.33~Rec_11|EIDEM|21-07-2014|F||||N|||F||||N|||1|21-07-2014|21-07-2014|621.07~Rec_12|EIDEM|04-08-2014|F||||N|||F||||N|||1|04-08-2014|04-08-2014|623.8~
2404201410629731|Rec_1|EIDEM|03-03-2014|F||||N|||F||||N|||1|03-03-2014|03-03-2014|577.93~Rec_2|EIDEM|17-03-2014|F||||N|||F||||N|||1|17-03-2014|17-03-2014|595.96~Rec_3|EIDEM|31-03-2014|F||||N|||F||||N|||1|31-03-2014|31-03-2014|598.7~Rec_4|EIDEM|14-04-2014|F||||N|||F||||N|||1|14-04-2014|14-04-2014|601.44~Rec_5|EIDEM|28-04-2014|F||||N|||F||||N|||1|28-04-2014|28-04-2014|604.18~Rec_6|EIDEM|12-05-2014|F||||N|||F||||N|||1|12-05-2014|12-05-2014|606.91~Rec_7|EIDEM|26-05-2014|F||||N|||F||||N|||1|26-05-2014|26-05-2014|609.65~Rec_8|EIDEM|09-06-2014|F||||N|||F||||N|||1|09-06-2014|09-06-2014|612.39~Rec_9|EIDEM|23-06-2014|F||||N|||F||||N|||1|23-06-2014|23-06-2014|615.13~Rec_10|EIDEM|07-07-2014|F||||N|||F||||N|||1|07-07-2014|07-07-2014|618.33~Rec_11|EIDEM|21-07-2014|F||||N|||F||||N|||1|21-07-2014|21-07-2014|621.07~Rec_12|EIDEM|04-08-2014|F||||N|||F||||N|||1|04-08-2014|04-08-2014|623.8~
2404201410629736|Rec_1|EIDEM|03-03-2014|F||||N|||F||||N|||1|03-03-2014|03-03-2014|577.93~Rec_2|EIDEM|17-03-2014|F||||N|||F||||N|||1|17-03-2014|17-03-2014|595.96~Rec_3|EIDEM|31-03-2014|F||||N|||F||||N|||1|31-03-2014|31-03-2014|598.7~Rec_4|EIDEM|14-04-2014|F||||N|||F||||N|||1|14-04-2014|14-04-2014|601.44~Rec_5|EIDEM|28-04-2014|F||||N|||F||||N|||1|28-04-2014|28-04-2014|604.18~Rec_6|EIDEM|12-05-2014|F||||N|||F||||N|||1|12-05-2014|12-05-2014|606.91~Rec_7|EIDEM|26-05-2014|F||||N|||F||||N|||1|26-05-2014|26-05-2014|609.65~Rec_8|EIDEM|09-06-2014|F||||N|||F||||N|||1|09-06-2014|09-06-2014|612.39~Rec_9|EIDEM|23-06-2014|F||||N|||F||||N|||1|23-06-2014|23-06-2014|615.13~Rec_10|EIDEM|07-07-2014|F||||N|||F||||N|||1|07-07-2014|07-07-2014|618.33~Rec_11|EIDEM|21-07-2014|F||||N|||F||||N|||1|21-07-2014|21-07-2014|621.07~Rec_12|EIDEM|04-08-2014|F||||N|||F||||N|||1|04-08-2014|04-08-2014|623.8~
2404201410630239|Rec_1|EIDEM|03-03-2014|F||||N|||F||||N|||1|03-03-2014|03-03-2014|577.93~Rec_2|EIDEM|17-03-2014|F||||N|||F||||N|||1|17-03-2014|17-03-2014|595.96~Rec_3|EIDEM|31-03-2014|F||||N|||F||||N|||1|31-03-2014|31-03-2014|598.7~Rec_4|EIDEM|14-04-2014|F||||N|||F||||N|||1|14-04-2014|14-04-2014|601.44~Rec_5|EIDEM|28-04-2014|F||||N|||F||||N|||1|28-04-2014|28-04-2014|604.18~Rec_6|EIDEM|12-05-2014|F||||N|||F||||N|||1|12-05-2014|12-05-2014|606.91~Rec_7|EIDEM|26-05-2014|F||||N|||F||||N|||1|26-05-2014|26-05-2014|609.65~Rec_8|EIDEM|09-06-2014|F||||N|||F||||N|||1|09-06-2014|09-06-2014|612.39~Rec_9|EIDEM|23-06-2014|F||||N|||F||||N|||1|23-06-2014|23-06-2014|615.13~Rec_10|EIDEM|07-07-2014|F||||N|||F||||N|||1|07-07-2014|07-07-2014|618.33~Rec_11|EIDEM|21-07-2014|F||||N|||F||||N|||1|21-07-2014|21-07-2014|621.07~Rec_12|EIDEM|04-08-2014|F||||N|||F||||N|||1|04-08-2014|04-08-2014|623.8~
